299.96339,21.09914182
299.85524,21.12709273
299.76594,21.15235182
275.79787,20.42242091
275.09536,20.40650909
274.77865,20.45155545
252.55869,19.51574727
251.90085,19.50072182
251.61393,19.54048455
231.43963,18.71941
230.82169,18.71357364
230.56542,18.74821182
212.10264,17.80783818
211.53159,17.80157818
211.29664,17.83488909
194.33623,16.9477
193.79661,16.94444091
193.58922,16.97031818
178.16543,15.97665636
177.65795,15.96883818
177.46375,15.98780909
163.45332,15.03076818
162.99457,15.03321091
162.83079,15.05205818
149.59766,14.10827636
149.28993,14.11415091
149.12933,14.12258818
137.25567,13.16855273
136.8417,13.15833909
136.68473,13.16278
125.78035,12.23894727
125.40009,12.22728818
125.25802,12.22832091
115.28128,11.35476727
114.90935,11.29826364
114.76917,11.30136545
105.65706,10.44251727
105.33244,10.42038909
105.20768,10.41662727
96.858235,9.587902727
96.548279,9.565582727
96.431467,9.561462727
88.737011,8.754916727
88.448284,8.734193909
88.34439,8.728930636
81.268361,7.987302909
81.006878,7.965798364
80.909281,7.962233182
74.427293,7.263958727
74.189683,7.242887091
74.103514,7.238295273
68.156123,6.573911
67.941284,6.553853636
67.860703,6.549637364
62.405153,5.927791455
62.214633,5.910897818
62.142642,5.905317727
57.111047,5.316478909
56.933275,5.301471909
56.868389,5.295922545
52.25499,4.755009545
52.087038,4.740857
52.029428,4.738027545
47.798188,4.233277636
47.647034,4.218963545
47.5941,4.215215818
43.715281,3.741916273
43.57414,3.729411909
43.522481,3.726637455
39.974106,3.303758182
39.84672,3.291787182
39.80466,3.290065364
36.559481,2.890356545
36.440839,2.878448909
36.404347,2.877137909
33.43053,2.518797
33.315496,2.508946
33.283939,2.507092727
30.556832,2.174587
30.454247,2.164449818
30.431079,2.163049182
27.932027,1.868143091
27.847332,1.859211273
27.821214,1.858318
25.544927,1.591293091
25.464365,1.583667364
25.444867,1.582514818
23.36085,1.341661636
23.285144,1.334949182
23.267536,1.333903818
21.357124,1.119282182
21.287402,1.112824364
21.273251,1.112494636
19.524817,0.924648909
19.460703,0.918922455
19.448315,0.918153364
17.853067,0.756294564
17.793733,0.751422318
17.783446,0.751110045
16.336916,0.612958918
16.283568,0.609160727
16.272548,0.608484945
14.95488,0.490714918
14.906811,0.487301436
14.897438,0.486972509
13.694864,0.388403255
13.649718,0.385187009
13.641803,0.384792109
12.551763,0.305080773
12.511959,0.302655855
12.503574,0.302393482
11.510757,0.237591773
11.474123,0.235573909
11.466048,0.235276645
10.563753,0.183562291
10.530537,0.182004373
10.523099,0.181766518
9.7015005,0.140997891
9.6718633,0.139263391
9.6649071,0.139081664
8.2750462,0.085772485
8.2697444,0.08555015
8.2278211,0.084237688
7.5720671,0.064690139
7.5496797,0.064154982
7.5441782,0.064078294
6.9069974,0.048655296
6.8851232,0.048247783
6.8799913,0.04818206
6.2970326,0.036871345
6.277406,0.036564195
6.2724129,0.03653708
5.739683,0.028448355
5.7233967,0.028329867
5.718667,0.028273252
5.2364049,0.022547252
5.2203949,0.022414338
5.2161034,0.022413636
4.7820489,0.01837388
4.7657483,0.018318055
4.7614658,0.018299876
4.3627558,0.015492753
4.3504539,0.015444715
4.3467846,0.01542297
3.9945699,0.01346791
3.9844153,0.013459792
3.9820404,0.013433804
3.6667434,0.012065345
3.6589069,0.012063456
3.6568913,0.012057276
3.3680971,0.011013758
3.3626654,0.011018766
3.3608444,0.011026846
3.1020222,0.010248855
3.0980055,0.010248365
3.0970331,0.010247134
2.8646016,0.009661083
2.8617331,0.009660175
2.8608429,0.009668381
2.6542072,0.009171123
2.6521936,0.009170085
2.6517153,0.009181631
2.4686542,0.008781757
2.4667047,0.008780816
2.466129,0.008790659
2.3042357,0.008460444
2.3034427,0.00846385
2.3032438,0.008468508
2.1561416,0.008168712
2.1552856,0.008170238
2.1546541,0.008168967
2.0248149,0.007894541
2.0244185,0.007900485
2.0244408,0.007895191
1.9017343,0.007625901
1.9009623,0.007626356
1.900621,0.007622086
1.8133125,0.007413975
1.8141176,0.007413497
1.8138771,0.007415467
